,year,minesite,pr,group,model,scenario
135,2150,NICO_Mine,25.17,annual_decadals,GISS-E2-R,rcp45
136,2160,NICO_Mine,27.42,annual_decadals,GISS-E2-R,rcp45
137,2170,NICO_Mine,23.25,annual_decadals,GISS-E2-R,rcp45
138,2180,NICO_Mine,25.08,annual_decadals,GISS-E2-R,rcp45
139,2190,NICO_Mine,25.25,annual_decadals,GISS-E2-R,rcp45
140,2200,NICO_Mine,27.75,annual_decadals,GISS-E2-R,rcp45
141,2210,NICO_Mine,26.42,annual_decadals,GISS-E2-R,rcp45
142,2220,NICO_Mine,26.0,annual_decadals,GISS-E2-R,rcp45
143,2230,NICO_Mine,27.17,annual_decadals,GISS-E2-R,rcp45
144,2240,NICO_Mine,25.58,annual_decadals,GISS-E2-R,rcp45
145,2250,NICO_Mine,26.42,annual_decadals,GISS-E2-R,rcp45
146,2260,NICO_Mine,25.5,annual_decadals,GISS-E2-R,rcp45
147,2270,NICO_Mine,27.33,annual_decadals,GISS-E2-R,rcp45
148,2280,NICO_Mine,25.83,annual_decadals,GISS-E2-R,rcp45
149,2290,NICO_Mine,27.17,annual_decadals,GISS-E2-R,rcp45
150,2000,Pine_Point_Mine_(Tamerlane),27.42,annual_decadals,GISS-E2-R,rcp45
151,2010,Pine_Point_Mine_(Tamerlane),29.08,annual_decadals,GISS-E2-R,rcp45
152,2020,Pine_Point_Mine_(Tamerlane),26.0,annual_decadals,GISS-E2-R,rcp45
153,2030,Pine_Point_Mine_(Tamerlane),29.75,annual_decadals,GISS-E2-R,rcp45
154,2040,Pine_Point_Mine_(Tamerlane),29.42,annual_decadals,GISS-E2-R,rcp45
155,2050,Pine_Point_Mine_(Tamerlane),30.83,annual_decadals,GISS-E2-R,rcp45
156,2060,Pine_Point_Mine_(Tamerlane),30.67,annual_decadals,GISS-E2-R,rcp45
157,2070,Pine_Point_Mine_(Tamerlane),32.83,annual_decadals,GISS-E2-R,rcp45
158,2080,Pine_Point_Mine_(Tamerlane),30.58,annual_decadals,GISS-E2-R,rcp45
159,2090,Pine_Point_Mine_(Tamerlane),29.0,annual_decadals,GISS-E2-R,rcp45
